Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number,No. of De ath s
10,KN/TUM/2018/16/497,Karnataka,Tumkur,Shigellosis,85,00,12-04-18,17-04-18,Under Surveillance,"4 stool Shigella symptomatically. Health education given.Cases reported from Village Malagondanahalli, PHC/CHC Shettikere, Taluk C N Halli. District RRT investigated the outbreak. House to house survey done. Out of 6 stool samples collected; samples were found positive for by culture. All cases treated",16,
7,AS/NLB/2018/24/825,Assam,Nalbari,Shigellosis,145,00,11-06-18,13-06-18,Under Surveillance,"Cases of vomiting with loose stools reported from Village Janigog, BPHC Chamata, PHC Chamata, and Chandkuchi. District RRT investigated the outbreak. House to house survey done. Outbreak was possibly due to consumption of food at Masjid of Janigog village. Following samples sent to DPHL, Nalbari; 8 stool, 01 Vomitus and 05 blood samples. Culture showed growth of Shigella species on four stool samples. Other two stool sample showed mixed growth. One vomitus and one stool sample showed contaminated growth. Medical camp held at Janigog L.P. for symptomatic treatment of cases. Age distribution of cases;",24,
16,KN/BEL/2018/24/834,Karnataka,Belagavi,Shigellosis,27,00,12-06-18,13-06-18,Under Control,"Cases of vomiting with pain abdomen reported from Village Aravalli, PHC/CHC Udikeri, Taluk Bailhongal. District RRT investigated the outbreak. House to house survey done. 04 Stool samples sent to BIMS, Belgavi; 02 samples tested positive for Shigella. Health camp organized in the school and cases treated symptomatically. Continuous IEC being given to the public.",24,
16,KL/ERN/2023/44/1562,Kerala,Ernakulam,Shigellosis,11,0,01-11-23,05-11-23,Under Surveillance,"Cases were reported from Village Kuttampuzha, Sub-District Kothamangalam, District Ernakulam. Cases presented with loose motion and vomiting. 1 stool sample was collected and sent to Government Medical College Ernakulum. District RRT investigated the outbreak. Cases were treated symptomatically. Stool sample came positive for Shigella on culture and sensitivity. Community awareness and health education given by peripheral team on hygiene and sanitation.",44
0,AR/LHT/2019/15/0362,Arunachal Pradesh,Lohit,Shigellosis,49,00,13-04-19,14-04-19,Under Control,"Cases reported from Wakro Town, CHC Wakro. District RRT investigated the outbreak. House to house survey done. 10 stool samples collected and sent to ICMR Dibrugrah; all stool samples were positive for Enteroinvasive E.coli/Shigell spp by Real Time PCR. All cases treated symptomatically. Health education given.",15
5,AR/LHT/2019/15/0362,Arunachal Pradesh,Lohit,Shigellosis,49,00,13-04-19,14-04-19,Under Control,"Cases reported from Wakro Town, CHC Wakro. District RRT investigated the outbreak. House to house survey done. 10 stool samples collected and sent to ICMR Dibrugrah; all stool samples were positive for Enteroinvasive E.coli/Shigell spp by Real Time PCR. All cases treated symptomatically. Health education given.",15
28,Arunachal Pradesh Follow up,Arunachal Pradesh,Lohit,Shigellosis,78,00,13-04-19,,Under Surveillance,"Cases reported from Village Wakro Town, under CHC Wakro. District RRT investigated the outbreak. House to house survey done. 3 stool samples were tested at RMRC, ICMR Dibrugarh all found positive (Enter invasive Escherichia coli/ Shigella spp.) All cases treated symptomatically. Health education given.",16
24,KN/TUM/2019/17/0435,Karnataka,Tumkur,Shigellosis,140,00,27-04-19,28-04-19,Under Control,"Cases reported from Village Chinappanahalli, PHC/CHC Tharur, Taluk Sira. District RRT investigated the outbreak. Active search of cases done. All cases consumed food in a religious ceremony and presented symptoms with vomiting and loose motion. Out of 7 stool samples sent to DPHL Tumkur; 5 samples were positive for shigella dysenterie. All cases treated symptomatically. Health education given regarding personal hygiene and sanitation.",17
15,KN/CHI/2019/24/0643,Karnataka,Chitradurga,Shigellosis,46,00,09-06-19,10-06-19,Under Surveillance,"Cases reported from Village Tonachenahalli, PHC Srirampura, Taluk Hosadurga. District RRT investigated the outbreak. Active search of cases done. All the cases consumed food and presented symptoms with loose motion and vomiting. Out of 8 stool samples collected and sent to District Hospital Chitradurga; 1 sample showed growth of Shigella. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",24
17,MH/JGA/2019/24/0645,Maharashtra,Jalgaon,Shigellosis,32,00,08-06-19,11-06-19,Under Surveillance,"Cases reported from Village Kolnhavi, Dambhurni, PHC Kingaon, Block Block Yawal. District RRT investigated the outbreak. District RRT investigated the outbreak. House to house survey done. Pipe line leakages were observed in the affected area. 06 stool samples collected and sent to GMC Aurangabad; 1 growth of Shigella. Out of 10 water samples sent to DPHL Lab; 2 samples were not potable. Allcases treated symptomatically. Pipeline leakages were repaired by the Panchayat. Chlorination ofSC sample showed",24
19,KL/KOZ/2021/09/0113,Kerala,Kozhikode,Shigellosis,03,00,26-02-21,,Under Surveillance,"Cases reported from Village, HSC, PHC Kayana, Block Ulliyeri. Cases presented with abdominal pain and diarrhea. Water samples were collected from 06 wells for bacteriological analysis, the result is awaited. District RRT investigated the outbreak. Health Education was given.",9
4,KL/WYN/2021/14/0163,Kerala,Wayanad,Shigellosis,01,01,01-04-21,05-04-21,Under Surveillance,"Case reported from Sulthan Bathery. The deceased was a 6 year old girl female who presented with fever, loose stools and altered sensorium. 01 stool and 10 water samples were sent for lab analysis to Regional Lab Kozhikode and was found to be positive for Shigella by culture & sensitivity. District RRT investigated the outbreak. Health education was given regarding importance of safe drinking water.",14
9,KL/WYN/2021/14/0163,Kerala,Wayanad,Shigellosis,01,01,01-04-21,05-04-21,Under Surveillance,"Case reported from Sulthan Bathery. The deceased was a 6 year old girl female who presented with fever, loose stools and altered sensorium. 01 stool and 10 water samples were sent for lab analysis to Regional Lab Kozhikode and was found to be positive for Shigella by culture & sensitivity. District RRT investigated the outbreak. Health education was given regarding importance of safe drinking water.",14
22,KL/WYN/2017/14/0466,Kerala,Wayanad,Shigellosis,11,00,07-04-17,10-04-17,Under control,"Cases reported from Village/Block SulthanBathery, HSC Poomala, PHCChethalayam. District RRT investigated the outbreak. House to house survey done. 03 Stool samples tested at Manipal Lab, Wayanad were found positive for Shigella flexneri. All cases treated symptomatically. Health education given.",14
20,OR/NAU/2017/24/0877,Odisha,Nawapara,Shigellosis,10,00,10-06-17,12-06-17,Under Surveillance,Cases reported from Village WN-7 (Kurumunda) NAC Khariar Road. District RRT investigated the outbreak. House to house survey done. Out of 03 stool samples tested at DPHL Kalahandi. Two found positive for Shigella dysenteriae on culture. All cases education given.treated symptomatically. Health,24
22,AS/DBG/2017/36/1307,Assam,Dibrugarh,Shigellosis,57,00,28-08-17,,Under Surveillance,"Cases reported from Village Jholom Gaon And Moinamoti Gaon, SC/PHC/Block Jholom And Komaldoi. District RRT investigated the outbreak. House to house survey done. All 03 rectal swab samples tested at Assam college and Hospital (AMCH) Dibrugarh found positive for Shigella Flexneri II and out of 5 water samples tested, 1 found non potable. All cases treated symptomatically. Health education given.",36
39,MG/EGH/2017/41/146 9,Meghalaya,East Garo Hills,Shigellosis,33,00,21-09-17,,Under Control,"Cases reported from Village Mikilsimgre, SC Sampalgre, PHC Samanda. District RRT investigated the outbreak. House to house survey done. Out of 4 stool samples tested at Pasteur institute, Shillong, one found positive for Shigella on culture. All cases treated symptomatically. Health education given.",41
10,KN/DKK/2024/06/167,Karnataka,Dakshin Kannad,Shigellosis,39.0,0.0,07-02-2024,07-02-2024,Under Control,"Cases were reported from Village Adyar (CT), Sub-district Mangaluru, District Dakshin Kannad. Cases were presented with nausea, vomiting, loose stools and pain abdomen. 1 blood sample, 2 stool samples and 5 water samples were collected and sent to DPHL Dakshin Kannad. One stool sample came positive for Shigella on culture and sensitivity, one water found unfit for potable purpose. District RRT investigated the outbreak. Age group of the affected cases were 11-30 years. They were treated symptomatically. No deaths reported. Community awareness and health education given by peripheral team on hygiene and sanitation.",6
1,AS/DBG/2016/32/1891,Assam,Dibrugarh,Shigellosis,16,02,08-08-16,10-08-16,Under Surveillance,"Cases reported from Village Jholom Gaon, SC Jholom, PHC/Block Khowang. District RRT investigated the outbreak. House to house survey done. 02 Water samples tested at AMCH; found non potable. 01 Stool sample tested at AMCH, Dibrugarh showed growth of Shigellaflexneri type-II. All cases treated symptomatically. Health education given.",32
0,AS/NLB/2016/35/2064,Assam,Nalbari,Shigellosis,16,00,29-08-16,29-08-16,Under Control,"Cases reported from Village Sonkuriha & Moura, SC Sonkuriha, PHC/BPHC Kamarkuchi. District RRT investigated the outbreak. House to house survey done. 04 Stool, 02 Rectal swab and 02 Vomitus samples tested at DPHL; Result, culture shows growth of Shigella speciesin 02 Vomitus and 02 Stool samples. Health camp organized and all cases treated symptomatically. Health education given.",35
12,OR/KDL/2016/50/2607,Odisha,Kandhamal,Shigellosis,11,0,16-12-16,17-12-16,Under control,"Cases reported from Village -Tentuligada, CHC Tikabali. District RRT investigated the outbreak. House to house survey done. Out of 3 rectal swabs samples tested at DPHL, Kandhamal, 01 sample found positive for Shighella Spp. and 02 samples are positive for",50
